Reporting Date,Fund Name (Short),Fund Name (Long),Investee,Short Name,Investee Currency,Investment Category,Vintage,Geograhpy,Industry,Sector Focus,Project Code,Commitment,Remaining Commitment,Realized,Adjusted NAV,Total Called,Last NAV,Last NAV Date,IRR,Multiple,MC2025Q1FundID
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Frontier Energy Partners II,Frontier,USD,,2019,Global,,Energy infrastructure,,200000000,140152087.6,61903110.4,89005102,103913326.4,89005102,1/2/2150,0.387,2.8272864,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Liberty Global Growth Fund,Liberty,USD,,2019,Global,,4020 - Diversified Financials,,50000000,0,12050000,52484960.06,50000000,52484960.06,1/2/2150,0.123,2.5813984,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stonehaven Capital I,Stonehaven,USD,,2021,Middle East,,Undisclosed,,200000000,77768310.96,61901611.08,105776300.5,160453666.7,105776300.5,1/2/2150,0.0334,2.09004774,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Crescent Private Equity I,Crescent,USD,,2023,Middle East,,Diversified,,100000000,48934933.42,46370865.6,62106296,81481742.58,62106296,1/2/2150,0.1808,2.6626127,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Tempest Energy Partners IV,Tempest,USD,,2021,Europe,,1010 - Energy,,150000000,-5135759.34,8331342.18,180716098,155135759.3,180716098,1/2/2150,0.1656,2.43718716,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Falcon Shariah Credit Fund,Falcon,USD,,2021,Middle East,,25 - Consumer Discretionary,,50000000,11508780.34,17366239.94,26058508.94,39382262.98,26058508.94,1/2/2150,0.3,2.20529474,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Nova Strategic Investments,Nova,USD,Fund Investments,2019,,Other,Diversified,,400000,0,27894266,0,400000,0,8/31/2141,29380.4476,139.47133,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Anchor Income Fund,Anchor,USD,,2025,Global,,4020 - Diversified Financials,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-2
12/31/2024,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Pioneer Technology Growth Fund,Pioneer,USD,,2025,Global,,4020 - Diversified Financials,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-2
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Mariner Industrial Capital II,Mariner,USD,,2022,Southeast Asia,,203050 - Transportation Infrastructure,,100000000,76877106.4,0,22749562,23076206.22,22749562,1/2/2150,-0.0278,1.97168996,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Axiom Private Markets IX,Axiom,USD,Fund Investments,2022,North America,Financial Services,Diversified,,100000000,86879572,1903276,11590852,13057430,11590852,1/2/2150,0.1188,2.06688882,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Meridian Global Strategies,Meridian,USD,Fund Investments,0,Global,Financial Services,,,100000000,0,0,105642657,100000000,105642657,1/2/2150,0.084,2.11285314,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Openfield Buyout Partners III,Openfield,USD,,2021,North America,,20 - Industrials,,48600000,28236596,0,5051622,21699450,5051622,1/2/2150,-1.7618,0.46559908,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Sentinel Software Investors I,Sentinel,USD,,2023,North America,,4020 - Diversified Financials,,100000000,56844767.14,0,46535230,43739451.82,46535230,1/2/2150,0.3914,2.12783782,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),IronGate Industrial Partners,IronGate,EUR,,2023,Europe,,Diversified,,100000000,95747932.78,0,2315424,4244214.54,2315424,1/2/2150,-1.7636,1.09109658,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Aurora Global Investment Fund,Aurora,USD,,2025,North America,,Diversified,,100000000,100000000,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Helios Strategic Holdings,Helios,USD,,2024,North America,,Diversified,,18800000,18800000,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),BlueHarbor Aquaculture Partners,BlueHarbor,USD,,2024,Asia,,Diversified,,10000000,7000000,0,2943298.98,3000000,0,#VALUE!,-1.9982,1.96219932,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Stonebridge Secondary Opportunities,Stonebridge,USD,,2023,Europe,,Diversified,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Armitage Growth Capital,Armitage,USD,,2023,North America,,Diversified,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Pinnacle Private Credit Fund,Pinnacle,USD,,2024,Europe,,Diversified,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Atlas MENA Credit Partners,Atlas,USD,,2025,Middle East,,4020 - Diversified Financials,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Summit Capital XIV,Summit,USD,,2025,North America,,30 - Consumer Staples,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Momentum Co-Investment Vehicle,Momentum,USD,,2025,Canada,Financial Services,40 - Financials,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
12/31/2024,AURORA I,Aurora Private Equity Fund I,Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,55920895.58,9920895.58,0,62295154.34,46000000,62295154.34,6/30/2146,0.2876,2.70848498,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Granite Ridge Capital,Granite,USD,Controlled Investments,2021,North America,Consumer and Food Services,2530 - Consumer Services,,364000000,0,0,585268881.2,365000000,585268881.2,1/2/2150,0.5624,3.49689376,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Celsius Enterprise Group,Celsius,EUR,Non-Controlled Investments,0,Europe,Business Services,4510 - Software & Services,,185100006.5,0,43737874.74,171174070,185749109.2,171174070,1/2/2150,0.3312,2.71575764,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Clearwater Services Group,Clearwater,USD,Non-Controlled Investments,0,North America,Consumer and Food Services,25302020 - Specialized Consumer Services,,418400000,0,0,1118392603,418831628,582644162.2,1/2/2150,1.179,5.63410112,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Evergreen Nutrition Partners,Evergreen,USD,Fund Investments,2019,North America,,3010 - Food & Staples Retailing,,10000000,67295.28,2502888.78,7698558,10329932.58,7698558,1/2/2150,-0.1372,1.71811596,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Harbor Financial Services Fund III,Harbor,USD,Fund Investments,2018,Global,,40 - Financials,,150000000,8852144,77246172,218510894,162424430,218510894,1/2/2150,0.2534,2.58238562,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Ironclad Financial Partners,Ironclad,USD,Fund Investments,2018,Global,,40 - Financials,,50000000,8751726,17772130,56042052,50720880,56042052,1/2/2150,0.258,2.54960306,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Northshore Capital International,Northshore,USD,Fund Investments,2015,Global,Other,Diversified,,250000000,0,176817793.9,302082340,274309456.8,302082340,1/2/2150,0.1322,2.29094116,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Silverwing Co-Invest Partners,Silverwing,EUR,Fund Investments,2020,Europe,,Diversified,,32000000,5471548.48,4425653.58,41720860,29773096.04,41720860,1/2/2150,0.1912,2.43023988,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Foundry Entrepreneurial Capital,Foundry,USD,Fund Investments,2018,North America,,2530 - Consumer Services,,100000000,4730496,57483298,139323930,116174968,139323930,1/2/2150,0.4428,2.92836184,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Pacific Crest Asia Fund,Pacific,USD,Fund Investments,2015,Asia,,Diversified,,75000000,5034920.68,43732117.24,80343184.36,73453950.14,80343184.36,1/2/2150,-0.087,1.82480572,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Lighthouse Capital III,Lighthouse,USD,Fund Investments,2019,North America,Other,Diversified,,600000000,0,41219454.14,779111912,626542459.6,779111912,1/2/2150,0.2028,2.44214588,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,CoreHarvest Food Investments,CoreHarvest,EUR,Fund Investments,2022,Europe,,2530 - Consumer Services,,20000000,1160000,0,23735890,18840000,23735890,1/2/2150,0.1712,2.3668752,MC-V-1
12/31/2024,AURORA I,Aurora Private Equity Fund I,Indus Growth Capital II,Indus,USD,Fund Investments,2017,Asia,,Diversified,,30000000,87957.88,4350964.78,52290132,29917698.78,52290132,1/2/2150,0.5188,3.25930064,MC-V-1
3/31/2025,HELIOS IV,Helios Private Equity Fund IV,Keystone Foundation Holdings,Keystone,USD,Controlled Investments,2024,North America,Financial Services,40 - Financials,,450000000,0,61828745.28,810775658.6,450000000,810775658.6,7/1/2150,2.0228,3.8782418,MC-PE-4
3/31/2025,HELIOS IV,Helios Private Equity Fund IV,Velocity Financial Platform,Velocity,USD,Controlled Investments,2025,North America,Financial Services,40301030 - Multi-line Insurance,,0,0,0,0,0,0,#VALUE!,0,0,MC-PE-4
3/31/2025,ARC II,Arcadia Capital Partners Fund II,BlueCurrent Water Technologies,BlueCurrent,USD,Non-Controlled Investments,2017,North America,Other,20106020 - Industrial Machinery,,150000000,0,481998682.2,0,163856300,0,1/2/2150,0.4266,5.83208334,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,SafeRoute Infrastructure,SafeRoute,SEK,Non-Controlled Investments,2018,Northern Europe,Business Services,20102010 - Building Products,,524500000,0,755509880,675921378,531239154.8,675921378,7/1/2150,0.4024,5.3890277,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Vector Special Situations Fund,Vector,USD,Non-Controlled Investments,2017,Undisclosed,Consumer and Food Services,Undisclosed,,100000000,3784290,0,99529356,104145016.7,99529356,7/1/2150,-0.0292,1.9113609,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,35477352,0,59716359.32,0,35477352,0,1/2/2144,0.4188,3.35933086,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,64346262,0,108309224.7,0,64500153.8,0,1/2/2144,0.4186,3.35841756,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Oakline Strategic Holdings,Oakline,EUR,Non-Controlled Investments,2013,Europe,Consumer and Food Services,302010 - Beverages,,28612038,0,48160493.16,0,28612038,0,1/2/2144,0.4204,3.3658699,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Monarch Consumer Partners II,Monarch,USD,Fund Investments,2017,North America,Consumer and Food Services,Diversified,,7653998,986944,3581638,6492690,8675592.2,6492690,7/1/2150,0.0612,2.31247108,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,16573578,2420411.54,7939217.96,13360706,15616468.64,13360706,7/1/2150,0.1664,2.7278797,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,30060000,4389973.62,14399599.92,24232718,28286318.2,24232718,7/1/2150,0.1674,2.73151972,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Alpine Equity Partners V,Alpine,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,13366422,1952037.22,6402898.5,10775274,12603498.78,10775274,7/1/2150,0.166,2.7259371,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,27622629.9,3743886,7830996,47100858,27578530.98,47100858,7/1/2150,0.3122,3.94003728,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,50100000,6790424,14203314,85428206,49955677.02,85428206,7/1/2150,0.319,3.9887967,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Redpoint Energy Fund II,Redpoint,USD,Fund Investments,2017,North America,Other,Energy infrastructure,,22277370.1,2649896.1,6479620,38348056,22195090.98,38348056,7/1/2150,0.3214,4.01655014,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,3281832,193010,2542078,1710424,3339118,1710424,7/1/2150,0.1492,2.547081,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,5952358,350062,4610642,3102258,6056258,3102258,7/1/2150,0.1492,2.54708436,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Resource Holdings,Riverbend,USD,Non-Controlled Investments,2017,North America,Other,Energy infrastructure,,2646764,15458,2050160,1519638,2692964,1519638,7/1/2150,0.17,2.65120366,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,14986835,15634,101276,3049738,15088138.48,3049738,7/1/2150,-0.5252,0.41768094,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,27182076,28358,183686,5531088,27365809.7,5531088,7/1/2150,-0.5252,0.41765796,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Riverbend Strategic Co-Invest,Riverbend,USD,Non-Controlled Investments,2019,North America,Other,Energy infrastructure,,12086729,-7270,81676,2588404,12168425.82,2588404,7/1/2150,-0.5106,0.4388538,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Orion Opportunistic Credit Fund,Orion,USD,Non-Controlled Investments,2016,North America,Other,Diversified,,16912854.54,10035958.54,7649730,640020,6874232,640020,7/1/2150,0.1326,2.41183306,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,27622630,3771577.52,4332848.16,11699204,28241545.2,11699204,7/1/2150,-0.3368,1.13535234,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,50100000,6840625.52,7858617.8,21219200,51176357.08,21219200,7/1/2150,-0.3364,1.136377,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Northstar Private Capital I,Northstar,EUR,Fund Investments,2018,Western Europe,Other,Diversified,,22277370,3041738.94,3494397.94,9435288,22787502.56,9435288,7/1/2150,-0.3368,1.134805,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,5524526,0,0,0,5570948.28,0,7/2/2149,-2,0,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,10020000,0,0,0,10104198.56,0,7/2/2149,-2,0,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Precision Manufacturing Group,Precision,EUR,Non-Controlled Investments,2018,Western Europe,Business Services,3510 - Health Care Equipment & Services,,4455474,0,0,0,4492913.56,0,7/2/2149,-2,0,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,13811314.96,0.96,838578,14720810,14710703.34,14720810,7/1/2150,0.0286,2.11538328,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,25050000,0,1520952,26699554,26629757.32,26699554,7/1/2150,0.0298,2.11947152,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Redwood Growth Partners III,Redwood,USD,Fund Investments,2018,North America,,254010 - Media,,11138685.04,-0.96,676304,11872182,11876277.34,11872182,7/1/2150,0.0282,2.11320192,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Gateway Equity Partners I,Gateway,USD,Fund Investments,2016,North America,Other,Diversified,,40410000,7084952,31286454,33392528,45692507.26,33392528,7/1/2150,0.2664,2.81195382,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Heartland Food Group,Heartland,USD,Non-Controlled Investments,2019,North America,Consumer and Food Services,25301040 - Restaurants,,100000000,0,59792758.62,158420245,100071160.7,158420245,7/1/2150,0.364,4.36115388,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Evolution Venture Partners II,Evolution,USD,Fund Investments,2016,North America,Other,254010 - Media,,20000000,0,5557356,24014856,22373100,24014856,7/1/2150,0.1184,2.6435507,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Nordic Capital V,Nordic,SEK,Fund Investments,2016,Northern Europe,Other,Diversified,,800000000,103916434.8,451619559.8,895467126,891051139.2,895467126,7/1/2150,0.202,3.02359006,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Orion Credit Opportunities Fund III,Orion,USD,Fund Investments,2016,North America,Other,Diversified,,80000000,20903926,90805862,15360402,78529286,15360402,7/1/2150,0.2236,2.6990262,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,Summit Orthopedic Group,Summit,USD,Non-Controlled Investments,2016,North America,Other,35 - Health Care,,97899183.96,0,2050618.9,12046010,99779667.96,12046010,7/1/2150,-0.56,0.28255514,MC-PE-2
3/31/2025,ARC II,Arcadia Capital Partners Fund II,BlueCurrent Water Technologies,BlueCurrent,USD,Non-Controlled Investments,2017,North America,Other,20106020 - Industrial Machinery,,0,0,-275500079,278331652.8,0,278331652.8,7/1/2150,0.035,0,MC-PE-2
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Heartland Food Group,Heartland,USD,Non-Controlled Investments,2019,North America,Consumer and Food Services,25301040 - Restaurants,,300000000,0,179378275.9,475260734.8,300322817.2,475260734.8,7/1/2150,0.3638,4.35956318,MC-PE-3
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,366391921.8,-1786.08,0,387028439.4,366393707.8,386858905.6,1/1/2146,0.0304,2.11263694,MC-PE-3
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Clearwater Services Group,Clearwater,USD,Non-Controlled Investments,0,North America,Consumer and Food Services,25302020 - Specialized Consumer Services,,351600000,0,0,507735716.4,351757668,507735716.4,7/1/2150,0.2206,2.88684946,MC-PE-3
3/31/2025,AURORA II,Aurora Private Equity Fund II,Lighthouse Capital III,Lighthouse,USD,Fund Investments,2019,North America,Other,Diversified,,80000000,0,5495927.22,104031842,83938995.8,104031842,7/1/2150,0.1948,2.43446806,MC-V-2
3/31/2025,AURORA II,Aurora Private Equity Fund II,Northshore Capital International,Northshore,USD,Fund Investments,2015,Global,Other,Diversified,,40000000,0,28290847.04,47741124,43889512.76,47741124,7/1/2150,0.1246,2.26770424,MC-V-2
3/31/2025,AURORA II,Aurora Private Equity Fund II,Northfield Education Holdings,Northfield,USD,Controlled Investments,2021,Western Europe,Consumer and Food Services,25302010 - Education Services,,22790255.24,4043206.74,0,25388049.48,18747048.5,25388049.48,6/30/2146,0.2886,2.70848496,MC-V-2
3/31/2025,AURORA II,Aurora Private Equity Fund II,Ascend Growth Partners II,Ascend,USD,Fund Investments,2015,Asia,Other,Diversified,,40000000,2305617.2,42075835.62,32284566,45854544.66,32284566,7/1/2150,0.4262,2.73898874,MC-V-2
3/31/2025,AURORA II,Aurora Private Equity Fund II,Broadway Capital Partners II,Broadway,USD,Fund Investments,2015,Global,Other,Diversified,,75000000,0,13114039.06,88630408,75656196,88630408,7/1/2150,0.5256,2.60752974,MC-V-2
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Pinnacle Strategic Holdings,Pinnacle,USD,,2025,North America,,2020 - Commercial  & Professional Services,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),BlueWave Aquaculture Fund,BlueWave,USD,,2019,Global,,Infrastructure,,100000000,2679085.4,0,88859275.2,98968223.42,88859275.2,7/1/2150,-0.0612,1.79571326,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Desert Horizon Absolute Fund,Desert,USD,,2019,Middle East,,40 - Financials,,20000000,0,19818132.2,0,20000000,0,10/4/2146,-0.0422,1.98181322,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Crossroads Global Opportunities,Crossroads,USD,,2020,Global,,40 - Financials,,200000000,0,0,333337679.4,200000000,333337679.4,7/1/2150,0.2196,3.3333768,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Atlas Trade Finance Fund,Atlas,USD,,2021,Africa,,40201040 - Specialized Finance,,50000000,0,56577289.9,0,50000000,26797360.92,1/2/2150,0.0878,2.2630916,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Frontier Energy Partners II,Frontier,USD,,2019,Global,,Energy infrastructure,,200000000,139897763.6,69961376.4,80946836,106171858.4,89005102,1/2/2150,0.3522,2.7721774,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Liberty Global Growth Fund,Liberty,USD,,2019,Global,,4020 - Diversified Financials,,50000000,0,12050000,50653067.36,50000000,50653067.36,7/1/2150,0.1042,2.5081227,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stonehaven Capital I,Stonehaven,USD,,2021,Middle East,,Undisclosed,,200000000,71679193.32,61901611.08,111679554.3,166542784.3,111679554.3,7/1/2150,0.0308,2.0845234,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Crescent Private Equity I,Crescent,USD,,2023,Middle East,,Diversified,,100000000,26250043.42,47585627.6,86997658,104166632.6,86997658,7/1/2150,0.1912,2.58399992,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Tempest Energy Partners IV,Tempest,USD,,2021,Europe,,1010 - Energy,,150000000,-6375796.48,8331342.18,189176902,156375796.5,189176902,7/1/2150,0.1804,2.5260718,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Falcon Shariah Credit Fund,Falcon,USD,,2021,Middle East,,25 - Consumer Discretionary,,50000000,7740076.96,18839572.88,28918951.9,43150966.36,28918951.9,7/1/2150,0.277,2.21355528,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Nova Strategic Investments,Nova,USD,Fund Investments,2019,,Other,Diversified,,400000,0,27894266,0,400000,0,8/31/2141,29380.4476,139.47133,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Anchor Income Fund,Anchor,USD,,2025,Global,,4020 - Diversified Financials,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-2
3/31/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Pioneer Technology Growth Fund,Pioneer,USD,,2025,Global,,4020 - Diversified Financials,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-2
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Mariner Industrial Capital II,Mariner,USD,,2022,Southeast Asia,,203050 - Transportation Infrastructure,,100000000,78159445.78,0,25033134,21793866.84,25033134,7/1/2150,0.2164,2.2972641,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Axiom Private Markets IX,Axiom,USD,Fund Investments,2022,North America,Financial Services,Diversified,,100000000,81365904,1484086,21780784,18414352,21780784,7/1/2150,0.9706,2.5268193,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Meridian Global Strategies,Meridian,USD,Fund Investments,0,Global,Financial Services,,,100000000,0,0,106963934.4,100000000,106963934.4,7/1/2150,0.087,2.13927868,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Openfield Buyout Partners III,Openfield,USD,,2021,North America,,20 - Industrials,,48600000,21226684,0,13824302,28709362,13824302,7/1/2150,-1.3108,0.96305184,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Sentinel Software Investors I,Sentinel,USD,,2023,North America,,4020 - Diversified Financials,,100000000,56844767.14,0,46843294,43739451.82,46843294,7/1/2150,0.2456,2.14192414,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),IronGate Industrial Partners,IronGate,EUR,,2023,Europe,,Diversified,,100000000,88220672.34,0,9418250,11758272.18,9418250,7/1/2150,-1.1908,1.60197856,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Aurora Global Investment Fund,Aurora,USD,,2025,North America,,Diversified,,100000000,100000000,0,0,0,0,#VALUE!,0,0,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Helios Strategic Holdings,Helios,USD,,2024,North America,,Diversified,,50000000,40029292,0,10086626,9970708,10086626,7/1/2150,0.1042,2.0232517,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),BlueHarbor Aquaculture Partners,BlueHarbor,USD,,2024,Asia,,Diversified,,10000000,5048648.46,0,2924419.16,4951351.54,2924419.16,7/1/2150,-1.9122,1.18126096,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Stonebridge Secondary Opportunities,Stonebridge,USD,,2023,Europe,,Diversified,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
3/31/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Armitage Growth Capital,Armitage,USD,,2023,North America,,Diversified,,0,0,0,0,0,0,#VALUE!,0,0,MC-A-3
