Reporting Date,Fund Name (Short),Fund Name (Long),Investee,Short Name,Investee Currency,Vintage,Geograhpy,Industry,Project Code,Investment Category,Investments,Realized Cost,Current Valuation,Total Value,Total Income,Current Cost,Principal,IRR,Gross IRR,Multiple,Proceeds,All Other Income,Dividends,Other Income,MC2025Q1FundID
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,151725661.6,151725661.6,0,418579684.6,0,0,-266854023,0.527,0.527,5.51758588,418579684.6,0,0,0,MC-PE-3
3/31/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,205879064.2,-205174725.8,0,434556876.6,-1040417.82,410349449.4,-232521917.6,0.4784,0.4784,4.2214771,435597294.6,-1040417.82,-1040417.82,0,MC-PE-3
3/31/2025,AURORA II,Aurora Private Equity Fund II,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,18542732.7,0,18542732.7,19941250.82,1398518.12,18542732.7,18542732.7,0.069,0.069,2.15084272,0,1398518.12,0,1398518.12,MC-V-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SignalWire Communications,SignalWire,USD,2021,Global,45 - Information Technology,,Non-Controlled Investments,150000000,0,150912162.2,195041328.8,44129166.68,150000000,150000000,0.1428,0.1428,2.60055106,0,44129166.68,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Deepwater Renewables Ltd,Deepwater,USD,2022,Global,Gas wells,,Non-Controlled Investments,6000000,0,0,0,0,6000000,6000000,-2,-2,0,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stellar Launch Systems Inc,Stellar Launch,USD,2020,North America,2030 - Transportation,,Non-Controlled Investments,100000000,0,840906400,840906400,0,100000000,100000000,0.98,0.98,16.818128,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Altair Aviation Leasing Ltd,Altair,USD,2020,Middle East,203020 - Airlines,,Controlled Investments,193282652.3,0,240133200,240133200,0,193282652.3,193282652.3,0.1042,0.1042,2.48478792,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Streamline Alpha Markets,Streamline Alpha,USD,2021,Global,151040 - Metals & Mining,,Non-Controlled Investments,50000000,0,79719654.6,92844654.6,13125000,50000000,50000000,0.3224,0.3224,3.71378618,0,13125000,13125000,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),SeaBridge Navigation Ltd,SeaBridge,USD,2021,Global,20303010 - Marine,,Non-Controlled Investments,148787129.3,115179864.1,61448800,204687166,13858572.02,33607265.24,19407335.36,0.4418,0.4418,2.75140958,129379794,13858572.02,0,13858572.02,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Vitalis Performance Holdings,Vitalis,USD,2022,North America,4020 - Diversified Financials,,Non-Controlled Investments,20000000,0,0,0,0,20000000,20000000,-2,-2,0,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Aurora Yield Technologies,Aurora Yield,USD,2021,North America,4510 - Software & Services,,Non-Controlled Investments,74000000,0,57829716,57829716,0,74000000,74000000,-0.1178,-0.1178,1.5629653,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Northwatch Systems Ltd,Northwatch,USD,2020,North America,45 - Information Technology,,Non-Controlled Investments,100000000,0,71776088,71776088,0,100000000,100000000,-0.1214,-0.1214,1.43552176,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Erydan Capital Partners,Erydan,USD,2022,Middle East,45 - Information Technology,,Non-Controlled Investments,10180000,0,0,0,0,10180000,10180000,-2,-2,0,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Verdant Carbon One Ltd,Verdant,USD,2021,Africa,20 - Industrials,,Non-Controlled Investments,40000000,24000000,12000000,47841194.02,11841194.02,16000000,16000000,0.125,0.125,2.3920597,24000000,11841194.02,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Blockshore Markets,Blockshore,USD,2021,North America,45 - Information Technology,,Non-Controlled Investments,34000000,10000000,0,11100345.68,0,24000000,22899654.32,-0.7544,-0.7544,0.65296152,11100345.68,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Hollis Gate Digital Inc,Hollis Gate,USD,2023,North America,40 - Financials,,Non-Controlled Investments,2999999.24,0,3000000,3000000,0,2999999.24,2999999.24,0,0,2.0000005,0,0,0,0,MC-A-3
6/30/2025,SOVEREIGN 2023,Sovereign Catalyst Partners Fund (2023),Neurvia Analytics Inc,Neurvia,USD,2025,Asia,45 - Information Technology,,Non-Controlled Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MC-A-3
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Sahra Capital Advisors Ltd,Sahra GP,USD,2024,Middle East,4020 - Diversified Financials,,Non-Controlled Investments,0,0,3996315.56,6905932.42,2909616.86,0,0,0,0,0,0,2909616.86,0,2909616.86,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Liberty Crest Management,Liberty GP,USD,2024,Global,4020 - Diversified Financials,,Non-Controlled Investments,0,0,1785024.92,1785024.92,0,0,0,0,0,0,0,0,0,0,MC-A-2
6/30/2025,SOVEREIGN 2019,Sovereign Catalyst Partners Fund (2019),Stonepine Capital Advisors,Stonepine GP,USD,2024,Middle East,4020 - Diversified Financials,,Non-Controlled Investments,0,0,2697991.28,2697991.28,0,0,0,0,0,0,0,0,0,0,MC-A-2
6/30/2025,AURORA I,Aurora Private Equity Fund I,Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,37168000,37168000,0,77918209.16,-102788.64,0,-45646385,3.5884,3.5884,4.1927577,78020997.8,-102788.64,0,-102788.64,MC-V-1
6/30/2025,AURORA I,Aurora Private Equity Fund I,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,108217563.4,0,108217563.4,119044881.2,10827317.74,108217563.4,108217563.4,0.0754,0.0754,2.20010278,0,10827317.74,0,10827317.74,MC-V-1
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Summit Preserve Foods LP,Summit Preserve,USD,2021,North America,302020 - Food Products,10573,Controlled Investments,326688791,0,349562931,349562931,0,326688791,326688791,0.0588,0.0588,2.14003628,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Ironclad Packaging Group,Ironclad,USD,2023,North America,15103010 - Metal & Glass Containers,11202,Non-Controlled Investments,115000000,0,152322189.9,156259689.9,3937500.04,115000000,115000000,0.2824,0.2824,2.71755982,0,3937500.04,0,3937500.04,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Brightpath Learning Group,Brightpath Education,USD,2024,Western Europe,25302010 - Education Services,,Controlled Investments,272824181.2,0,332391272.4,332391272.4,0,202400194.2,216040018,0.4644,0.4644,2.43667018,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Maris Offshore Services Holding,Maris Offshore,DKK,2024,Europe,202010 - Commercial Services & Supplies,Valdemar,Controlled Investments,450000000,0,573733347.6,573733347.6,0,445764570.6,0,0.6388,0.6388,2.54992598,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Zenora Hospitality Holdings,Zenora Hotels,USD,2023,Europe,25 - Consumer Discretionary,,Non-Controlled Investments,121161861.4,0,133624976.5,133624976.5,0,121161861.4,121161861.4,0.1108,0.1108,2.2057267,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Orbit Childcare Products BV,Orbit,EUR,2024,Western Europe,25201020 - Home Furnishings,,Controlled Investments,594299942.2,0,698444341.2,698444341.2,0,592483305.8,645931226.6,0.5282,0.5282,2.35047756,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,RedOak Nutrition Group,RedOak Foods,USD,2022,North America,302020 - Food Products,10994,Controlled Investments,311004482.6,0,330988775.8,330988775.8,0,310370258,310370258,0.0466,0.0466,2.1285145,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Mapleway Logistics,Mapleway,CAD,2022,Canada,20304020 - Trucking,,Controlled Investments,373749383.6,0,472921871.6,472921871.6,0,373749383.6,373749383.6,0.2,0.2,2.53068978,0,0,0,0,MC-PE-4
6/30/2025,HELIOS IV,Helios Private Equity Fund IV,Lexicon Advisory Group,Lexicon,EUR,2025,,451020 - IT Services,,Controlled Investments,343286437,0,364985180.6,364985180.6,0,342248650,365397000,0.5726,0.5726,2.12641772,0,0,0,0,MC-PE-4
6/30/2025,ARC II,Arcadia Capital Partners Fund II,Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,60143310.22,0,32403801.8,62073339.8,27500564,60000000,57831026,0.0148,0.0148,2.06418102,2168974,27500564,27500564,0,MC-PE-2
6/30/2025,ARC II,Arcadia Capital Partners Fund II,Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,213121791,213121791,0,588320389.6,0,0,-375198598.4,0.527,0.527,5.52097828,588320389.6,0,0,0,MC-PE-2
6/30/2025,ARC II,Arcadia Capital Partners Fund II,Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,283736033.6,33333333.34,0,33333333.34,0,242575987.8,242575987.8,-1.0002,-1.0002,0.23496016,33333333.34,0,0,0,MC-PE-2
6/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Blue Current Media Holdings,Blue Current,USD,2019,North America,25401020 - Broadcasting,,Non-Controlled Investments,340812091.2,0,183621543.5,351745345.6,155833202,340000000,327709400,0.0148,0.0148,2.06416002,12290600,155833202,155833202,0,MC-PE-3
6/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Korran Manufacturing Inc,Korran,USD,2021,North America,3010 - Food & Staples Retailing,,Controlled Investments,363826374,0,407657866,407657866,0,363826376,363826374,0.0586,0.0586,2.2409473,0,0,0,0,MC-PE-3
6/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Harborfront Development Group,Harborfront,USD,2018,,,,Non-Controlled Investments,506788827,26666666,0,26666666,0,470376391.8,470376391.8,-1.5906,-1.5906,0.10523778,26666666,0,0,0,MC-PE-3
6/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,514940892.8,0,513318425.6,576219904.2,62901478.56,513318425.6,513318425.6,0.0442,0.0442,2.23800406,0,62901478.56,62901478.56,0,MC-PE-3
6/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Keystone Global Partners,Keystone Investment Group,USD,2019,,40 - Financials,,Non-Controlled Investments,151725661.6,151725661.6,0,418579684.6,0,0,-266854023,0.527,0.527,5.51758588,418579684.6,0,0,0,MC-PE-3
6/30/2025,NOVA III,Nova Strategic Capital Fund III (Offshore),Circulis Technologies,Circulis,EUR,2019,Western Europe,25301030 - Leisure Facilities,10198,Controlled Investments,205879064.2,-205174725.8,0,434556876.6,-1040417.82,410349449.4,-253396435.2,0.4784,0.4784,4.2214771,435597294.6,-1040417.82,-1040417.82,0,MC-PE-3
6/30/2025,AURORA II,Aurora Private Equity Fund II,Greenfield Harvest Group,Greenfield Farms,USD,2020,North America,30202030 - Packaged Foods & Meats,,Controlled Investments,18542732.7,0,18542732.7,19941250.82,1398518.12,18542732.7,18542732.7,0.0622,0.0622,2.15084272,0,1398518.12,0,1398518.12,MC-V-2
